title,title_detail,links,link,summary,summary_detail,parss_primesponsor,parss_cosponsors,parss_lastaction,parss_enacted,parss_passedhouse,parss_passedsenate,published,published_parsed,id,guidislink
House Bill 354 Printer's Number 317,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 354 Printer's Number 317""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=354&pn=317'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=354&pn=317,"An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in terms and courses of study, providing for menstruation education....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in terms and courses of study, providing for menstruation education....'}",Representative ISAACSON,"CIRESI, GIRAL, GUENST, HILL-EVANS, HOHENSTEIN, MADDEN, PARKER, PROBST, SANCHEZ and MAYES","Referred to HEALTH,  March 13, 2023",NO,NO,NO,"Mon, 13 Mar 2023 11:15:21 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=13, tm_hour=11, tm_min=15, tm_sec=21, tm_wday=0, tm_yday=72, tm_isdst=0)",20230HB354P317,False
House Bill 353 Printer's Number 316,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 353 Printer's Number 316""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=353&pn=316'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=353&pn=316,"A Joint Resolution proposing separate and distinct amendments to the Constitution of the Commonwealth of Pennsylvania, providing for an economic bill of rights....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'A Joint Resolution proposing separate and distinct amendments to the Constitution of the Commonwealth of Pennsylvania, providing for an economic bill of rights....'}",Representative ISAACSON,"SCHLOSSBERG, GIRAL, HILL-EVANS and SANCHEZ","Referred to COMMERCE,  March 13, 2023",NO,NO,NO,"Mon, 13 Mar 2023 11:15:01 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=13, tm_hour=11, tm_min=15, tm_sec=1, tm_wday=0, tm_yday=72, tm_isdst=0)",20230HB353P316,False
House Bill 352 Printer's Number 315,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 352 Printer's Number 315""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=352&pn=315'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=352&pn=315,"An Act amending the act of April 6, 1951 (P.L.69, No.20), known as The Landlord and Tenant Act of 1951, in recovery of possession, further providing for escrow funds limited....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of April 6, 1951 (P.L.69, No.20), known as The Landlord and Tenant Act of 1951, in recovery of possession, further providing for escrow funds limited....'}",Representative ISAACSON,"GIRAL, HILL-EVANS, HOHENSTEIN, KINKEAD, MADDEN, McNEILL and SANCHEZ","Referred to HOUSING AND COMMUNITY DEVELOPMENT,  March 13, 2023",NO,NO,NO,"Mon, 13 Mar 2023 11:14:44 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=13, tm_hour=11, tm_min=14, tm_sec=44, tm_wday=0, tm_yday=72, tm_isdst=0)",20230HB352P315,False
House Bill 351 Printer's Number 314,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 351 Printer's Number 314""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=351&pn=314'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=351&pn=314,"An Act amending Title 15 (Corporations and Unincorporated Associations) of the Pennsylvania Consolidated Statutes, in general provisions relating to nonprofit corporations, providing for eligibility for receipt of State resources....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending Title 15 (Corporations and Unincorporated Associations) of the Pennsylvania Consolidated Statutes, in general provisions relating to nonprofit corporations, providing for eligibility for receipt of State resources....'}",Representative D. MILLER,"CIRESI, HILL-EVANS, MADDEN, GIRAL, McNEILL, HOHENSTEIN, DELLOSO, SCHLOSSBERG, SANCHEZ, PROBST, BENHAM, BURGOS, RABB, D. WILLIAMS, FIEDLER, DEASY, KINSEY, KINKEAD and N. NELSON","Referred to LABOR AND INDUSTRY,  March 13, 2023",NO,NO,NO,"Mon, 13 Mar 2023 11:14:22 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=13, tm_hour=11, tm_min=14, tm_sec=22, tm_wday=0, tm_yday=72, tm_isdst=0)",20230HB351P314,False
House Bill 350 Printer's Number 313,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 350 Printer's Number 313""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=350&pn=313'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=350&pn=313,"An Act amending Title 23 (Domestic Relations) of the Pennsylvania Consolidated Statutes, adding provisions relating to establishment of parent-child relationship for certain individuals; providing for voluntary acknowledgment of parentage, for registry of paternity, for genetic testing, for proceeding to adjudicate parentage, for assisted reproduction, for surrogacy agreements and for information about donors....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending Title 23 (Domestic Relations) of the Pennsylvania Consolidated Statutes, adding provisions relating to establishment of parent-child relationship for certain individuals; providing for voluntary acknowledgment of parentage, for registry of paternity, for genetic testing, for proceeding to adjudicate parentage, for assisted reproduction, for surrogacy agreements and for information about donors....'}",Representative D. MILLER,"SANCHEZ, MADDEN, PROBST, CEPEDA-FREYTIZ, DELLOSO, HANBIDGE, GUENST, KINKEAD, HOWARD and N. NELSON","Referred to CHILDREN AND YOUTH,  March 13, 2023",NO,NO,NO,"Mon, 13 Mar 2023 11:14:03 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=13, tm_hour=11, tm_min=14, tm_sec=3, tm_wday=0, tm_yday=72, tm_isdst=0)",20230HB350P313,False
House Bill 349 Printer's Number 312,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 349 Printer's Number 312""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=349&pn=312'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=349&pn=312,"An Act amending Title 35 (Health and Safety) of the Pennsylvania Consolidated Statutes, in general provisions, further providing for definitions; in Commonwealth services, further providing for definitions relating to intrastate mutual aid and for definitions relating to Fire and Emergency Medical Services Loan Program; in volunteer firefighters, further providing for definitions relating to fire relief association; in emergency responder mental wellness and stress management, further providing for definitions; in grants to fire companies and emergency medical services companies, further providing for definitions; and, in incentives for municipal volunteers of fire companies and nonprofit emergency medical services agencies, further providing for definitions....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending Title 35 (Health and Safety) of the Pennsylvania Consolidated Statutes, in general provisions, further providing for definitions; in Commonwealth services, further providing for definitions relating to intrastate mutual aid and for definitions relating to Fire and Emergency Medical Services Loan Program; in volunteer firefighters, further providing for definitions relating to fire relief association; in emergency responder mental wellness and stress management, further providing for definitions; in grants to fire companies and emergency medical services companies, further providing for definitions; and, in incentives for municipal volunteers of fire companies and nonprofit emergency medical services agencies, further providing for definitions....'}",Representative D. MILLER,"BENHAM, SANCHEZ, MADDEN, GIRAL, GUENST, HILL-EVANS, KINSEY, McNEILL, GAYDOS, SCHLOSSBERG, DELLOSO, D. WILLIAMS, KINKEAD, N. NELSON, CONKLIN and INNAMORATO","Referred to VETERANS AFFAIRS AND EMERGENCY PREPAREDNESS,  March 13, 2023",NO,NO,NO,"Mon, 13 Mar 2023 11:13:46 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=13, tm_hour=11, tm_min=13, tm_sec=46, tm_wday=0, tm_yday=72, tm_isdst=0)",20230HB349P312,False
House Bill 348 Printer's Number 311,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 348 Printer's Number 311""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=348&pn=311'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=348&pn=311,"An Act amending Title 71 (State Government) of the Pennsylvania Consolidated Statutes, in civil service reform, providing for excepted service hiring and promotion authority; and imposing duties on the Office of Vocational Rehabilitation....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending Title 71 (State Government) of the Pennsylvania Consolidated Statutes, in civil service reform, providing for excepted service hiring and promotion authority; and imposing duties on the Office of Vocational Rehabilitation....'}",Representative D. MILLER,"MERCURI, KINSEY, MADDEN, SANCHEZ, HOHENSTEIN, HILL-EVANS, FLEMING, HARKINS, DEASY and KHAN","Referred to LABOR AND INDUSTRY,  March 13, 2023",NO,NO,NO,"Mon, 13 Mar 2023 11:13:26 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=13, tm_hour=11, tm_min=13, tm_sec=26, tm_wday=0, tm_yday=72, tm_isdst=0)",20230HB348P311,False
House Bill 347 Printer's Number 310,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 347 Printer's Number 310""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=347&pn=310'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=347&pn=310,"An Act amending the act of June 1, 1937 (P.L.1168, No.294), known as the Pennsylvania Labor Relations Act, further providing for definitions....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of June 1, 1937 (P.L.1168, No.294), known as the Pennsylvania Labor Relations Act, further providing for definitions....'}",Representative D. MILLER,"BURGOS, GUZMAN, HOHENSTEIN, SANCHEZ, GUENST, MADDEN, HANBIDGE, RABB, PARKER, PASHINSKI, KINKEAD, HILL-EVANS, CIRESI, CONKLIN, FIEDLER, KRAJEWSKI, FREEMAN, N. NELSON, KHAN, BULLOCK, YOUNG and GREEN","Referred to LABOR AND INDUSTRY,  March 13, 2023",NO,NO,NO,"Mon, 13 Mar 2023 11:13:07 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=13, tm_hour=11, tm_min=13, tm_sec=7, tm_wday=0, tm_yday=72, tm_isdst=0)",20230HB347P310,False
House Bill 346 Printer's Number 309,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 346 Printer's Number 309""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=346&pn=309'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=346&pn=309,"An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in safe schools, further providing for reporting....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in safe schools, further providing for reporting....'}",Representative D. MILLER,"ORTITAY, SCHLOSSBERG, RABB, McNEILL, HANBIDGE, KINSEY, MADDEN, T. DAVIS, SANCHEZ, SHUSTERMAN, SCHWEYER, NEILSON, DEASY, BRIGGS and GREEN","Referred to EDUCATION,  March 13, 2023",NO,NO,NO,"Mon, 13 Mar 2023 11:12:42 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=13, tm_hour=11, tm_min=12, tm_sec=42, tm_wday=0, tm_yday=72, tm_isdst=0)",20230HB346P309,False
House Bill 345 Printer's Number 308,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 345 Printer's Number 308""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=345&pn=308'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=345&pn=308,"An Act amending the act of July 23, 1970 (P.L.563, No.195), known as the Public Employe Relations Act, in strikes, providing for health care benefits during strikes....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of July 23, 1970 (P.L.563, No.195), known as the Public Employe Relations Act, in strikes, providing for health care benefits during strikes....'}",Representative D. MILLER,"BENHAM, SCHLOSSBERG, PISCIOTTANO, GUENST, DELLOSO, HILL-EVANS, HARKINS, SANCHEZ, MADDEN, NEILSON, CIRESI, GALLOWAY, FIEDLER, KRAJEWSKI, SHUSTERMAN, DEASY, FREEMAN, KINKEAD, OTTEN and O'MARA","Referred to LABOR AND INDUSTRY,  March 13, 2023",NO,NO,NO,"Mon, 13 Mar 2023 11:12:25 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=13, tm_hour=11, tm_min=12, tm_sec=25, tm_wday=0, tm_yday=72, tm_isdst=0)",20230HB345P308,False
House Bill 344 Printer's Number 307,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 344 Printer's Number 307""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=344&pn=307'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=344&pn=307,"An Act amending the act of July 23, 1970 (P.L.563, No.195), known as the Public Employe Relations Act, in representation, further providing for election requests, consent to election, notice and pre-election hearings and for appropriateness of unit; in scope of bargaining, repealing provisions relating to first level supervisors; in collective bargaining impasse, further providing for commencement of mediation and for continuation of mediation and fact-finding panels; and repealing provisions relating to picketing....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of July 23, 1970 (P.L.563, No.195), known as the Public Employe Relations Act, in representation, further providing for election requests, consent to election, notice and pre-election hearings and for appropriateness of unit; in scope of bargaining, repealing provisions relating to first level supervisors; in collective bargaining impasse, further providing for commencement of mediation and for continuation of mediation and fact-finding panels; and repealing provisions relating to picketing....'}",Representative D. MILLER,"DELLOSO, BENHAM, SCHLOSSBERG, PISCIOTTANO, HILL-EVANS, HARKINS, SANCHEZ, MADDEN, CIRESI, FIEDLER, KRAJEWSKI, FREEMAN, STURLA, KINKEAD, OTTEN, D. WILLIAMS, N. NELSON and O'MARA","Referred to LABOR AND INDUSTRY,  March 13, 2023",NO,NO,NO,"Mon, 13 Mar 2023 11:12:06 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=13, tm_hour=11, tm_min=12, tm_sec=6, tm_wday=0, tm_yday=72, tm_isdst=0)",20230HB344P307,False
House Bill 343 Printer's Number 306,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 343 Printer's Number 306""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=343&pn=306'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=343&pn=306,"An Act amending the act of December 5, 1936 (2nd Sp.Sess., 1937 P.L.2897, No.1), known as the Unemployment Compensation Law, in compensation, further providing for qualifications required to secure compensation and for ineligibility for compensation....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of December 5, 1936 (2nd Sp.Sess., 1937 P.L.2897, No.1), known as the Unemployment Compensation Law, in compensation, further providing for qualifications required to secure compensation and for ineligibility for compensation....'}",Representative D. MILLER,"SCHLOSSBERG, PISCIOTTANO, McNEILL, BENHAM, DELLOSO, HILL-EVANS, HARKINS, SANCHEZ, MADDEN, NEILSON, CIRESI, GALLOWAY, FIEDLER, KRAJEWSKI, DEASY, FREEMAN, KINKEAD and OTTEN","Referred to LABOR AND INDUSTRY,  March 13, 2023",NO,NO,NO,"Mon, 13 Mar 2023 11:11:49 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=13, tm_hour=11, tm_min=11, tm_sec=49, tm_wday=0, tm_yday=72, tm_isdst=0)",20230HB343P306,False
House Bill 342 Printer's Number 305,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 342 Printer's Number 305""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=342&pn=305'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=342&pn=305,"An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, providing for students with disabilities at institutions of higher education....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, providing for students with disabilities at institutions of higher education....'}",Representative D. MILLER,"VENKAT, MADDEN, CERRATO, SANCHEZ, McNEILL, KAZEEM, ABNEY, HOHENSTEIN, DELLOSO, FLEMING, GALLOWAY, KINKEAD, FRANKEL, MALAGARI, O'MARA and TAKAC","Referred to HUMAN SERVICES,  March 13, 2023",NO,NO,NO,"Mon, 13 Mar 2023 11:11:26 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=13, tm_hour=11, tm_min=11, tm_sec=26, tm_wday=0, tm_yday=72, tm_isdst=0)",20230HB342P305,False
House Bill 341 Printer's Number 304,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 341 Printer's Number 304""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=341&pn=304'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=341&pn=304,"An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in intermediate units, repealing provisions relating to psychological services; in professional employees, further providing for definitions and providing for school social workers; and, in school health services, further providing for health services and providing for school counselors, school psychologists, school social workers and school nurses....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in intermediate units, repealing provisions relating to psychological services; in professional employees, further providing for definitions and providing for school social workers; and, in school health services, further providing for health services and providing for school counselors, school psychologists, school social workers and school nurses....'}",Representative D. MILLER,"KHAN, SAPPEY, BENHAM, SCHLOSSBERG, DELLOSO, HANBIDGE, ISAACSON, McNEILL, HILL-EVANS, GUENST, HOHENSTEIN, SCOTT, GIRAL, SANCHEZ, MADDEN, NEILSON, BURGOS, CIRESI, WARREN, GALLOWAY, HOWARD, FIEDLER, SHUSTERMAN, DEASY, FREEMAN, STURLA, KINKEAD and OTTEN","Referred to EDUCATION,  March 13, 2023",NO,NO,NO,"Mon, 13 Mar 2023 11:10:50 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=13, tm_hour=11, tm_min=10, tm_sec=50, tm_wday=0, tm_yday=72, tm_isdst=0)",20230HB341P304,False
House Bill 340 Printer's Number 303,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 340 Printer's Number 303""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=340&pn=303'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=340&pn=303,"An Act amending the act of July 23, 1970 (P.L.563, No.195), known as the Public Employe Relations Act, in unfair practices, further providing for prohibitions....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of July 23, 1970 (P.L.563, No.195), known as the Public Employe Relations Act, in unfair practices, further providing for prohibitions....'}",Representative D. MILLER,"RABB, SIEGEL, KINSEY, McNEILL, MADDEN, BENHAM, ISAACSON, HILL-EVANS, CIRESI, PROBST, SANCHEZ, SCHLOSSBERG, DELLOSO, D. WILLIAMS, FIEDLER, FLEMING, INNAMORATO, SHUSTERMAN, DEASY, FREEMAN, O'MARA, WAXMAN and TAKAC","Referred to LABOR AND INDUSTRY,  March 13, 2023",NO,NO,NO,"Mon, 13 Mar 2023 11:10:18 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=13, tm_hour=11, tm_min=10, tm_sec=18, tm_wday=0, tm_yday=72, tm_isdst=0)",20230HB340P303,False
House Bill 339 Printer's Number 302,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 339 Printer's Number 302""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=339&pn=302'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=339&pn=302,"An Act amending Title 15 (Corporations and Unincorporated Associations) of the Pennsylvania Consolidated Statutes, in general provisions relating to business corporations, providing for eligibility for receipt of State resources....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending Title 15 (Corporations and Unincorporated Associations) of the Pennsylvania Consolidated Statutes, in general provisions relating to business corporations, providing for eligibility for receipt of State resources....'}",Representative D. MILLER,"MARKOSEK, HILL-EVANS, MADDEN, GIRAL, McNEILL, HOHENSTEIN, DELLOSO, SIEGEL, SANCHEZ, BENHAM, CIRESI, BURGOS, RABB, D. WILLIAMS, FIEDLER, DEASY, KINSEY and KRAJEWSKI","Referred to STATE GOVERNMENT,  March 13, 2023",NO,NO,NO,"Mon, 13 Mar 2023 11:09:59 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=13, tm_hour=11, tm_min=9, tm_sec=59, tm_wday=0, tm_yday=72, tm_isdst=0)",20230HB339P302,False
